YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,2013105,"Failed in servofloat ON (Control Group No.2).
Specified group is not supported linear servofloat.",Setting error,"(1)Reset the alarm.
(2)Base and station axes control group is not supported. Specify Robot axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013106,"Failed in servofloat ON (Control Group No.2).
Specified group is different from specified one in a servofloat condition file.",Setting error,"(1)Reset the alarm.
(2)Confirm the group number specified in a servofloat condition file.
(3)Specify that group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013107,"Failed in servofloat ON (Control Group No.2).
Failed in referring servofloat condition file.",Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013108,"Failed in servofloat ON (Control Group No.2).
User frame number is not active.",Setting error,"(1)Reset the alarm.
(2)Set active user frame number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013109,"Failed in servofloat ON (Control Group No.2).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013110,"Failed in servofloat ON (Control Group No.2).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013111,"Failed in servofloat ON (Control Group No.2).
Servo power is down.",Setting error,"(1)Reset the alarm.
(2)Turn on the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013200,Failed in servofloat OFF (Control Group No.2).,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013201,"Failed in servofloat OFF (Control Group No.2).
Specified control group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013202,"Failed in servofloat OFF (Control Group No.2).
Specified control group is not supported.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013203,"Failed in servofloat OFF (Control Group No.2).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013204,"Failed in servofloat OFF (Control Group No.2).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013205,"Failed in servofloat OFF (Control Group No.2).
Servo power is down.",Setting error,"(1)Reset the alarm.
(2)Turn on the servo power and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013300,Failed in writing servofloat condition file (Control Group No.2).,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013301,"Failed in writing servofloat condition file (Control Group No.2).
Specified control group number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013302,"Failed in writing servofloat condition file (Control Group No.2).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013303,"Failed in writing servofloat condition file (Control Group No.2).
Specified servofloat condition file number is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat condition file number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013304,"Failed in writing servofloat condition file (Control Group No.2).
Specified control group is not supported axis servofloat.",Setting error,"(1)Reset the alarm.
(2)Base axes control group is not supported. Specify robot or station axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013305,"Failed in writing servofloat condition file (Control Group No.2).
Specified control group is not supported linear servofloat.",Setting error,"(1)Reset the alarm.
(2)Base and station axes control group is not supported. Specify Robot axes control group and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013306,"Failed in writing servofloat condition file (Control Group No.2).
Specified coordinate frame is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct coordinate frame and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013307,"Failed in writing servofloat condition file (Control Group No.2).
Specified max/min torque is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct max/min torque and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013308,"Failed in writing servofloat condition file (Control Group No.2).
Specified max/min force is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct max/min force and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013309,"Failed in writing servofloat condition file (Control Group No.2).
Robot moving.",Setting error,"(1)Reset the alarm.
(2)Stop robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013310,"Failed in writing servofloat condition file (Control Group No.2).
Alarm occurring.",Setting error,Reset the alarm and execute again.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013311,"Failed in writing servofloat condition file (Control Group No.2).
Edit inhibited.",Setting error,"(1)Reset the alarm.
(2)Release editlock and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013400,Failed in reading servofloat condition file (Control Group No.2).,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013401,"Failed in reading servofloat condition file (Control Group No.2).
Specified control group is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013402,"Failed in reading servofloat condition file (Control Group No.2).
Specified servofloat type is invalid.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat type and execute again.
(3)If the alarm occurs again, confirm that specified servofloat type function is enabled.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013403,"Failed in reading servofloat condition file (Control Group No.2).
Specified servofloat condition file is out of range.",Setting error,"(1)Reset the alarm.
(2)Specify correct servofloat condition file number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013404,"Failed in reading servofloat condition file (Control Group No.2).
Specified control group is different from specified one in a servofloat condition file.",Setting error,"(1)Reset the alarm. 
(2)Change control group number and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013405,"Failed in reading servofloat condition file (Control Group No.2).
Instruction buffer size is not enough to read.",Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013500,Failed in SetCollisionDetectionStatus command (Control group 2).,Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2013502,"Failed in SetCollisionDetectionStatus command. (Control group 2)
Specified control group is not a robot.",Setting error,Input correct data. ,,,,MotoLogix
