YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,11,The CRC data which calculated do not accord with CRC data saved in a parameter.,Setting error,"If the alarm occurs again, Select  the following menu.
- Start up maintenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,12,"The calculated CRC data are not accord with the CRC data that is saved in FlashRom. In addition, both the CRC data that is saved in the parameter does not match.",Setting error,"If the alarm occurs again, Select  the following menu.
- Start up maintenance mode.
- Change to the safety mode security.
- Select [Safety Board FLASH Reset] by going to  [INITIALIZE] form  [FILE] in the main menu.
- Turn the power OFF then back ON.",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1000,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#1).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1001,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#2).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1002,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#3).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1003,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#4).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1004,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#5).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1005,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#6).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1006,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#7).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1007,The ASF01 board revision is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#8).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1010,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#1).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1011,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#2).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1012,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#3).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1013,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#4).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1014,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#5).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1015,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#6).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1016,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#7).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,1017,The firmware of ASF01 is not correct.,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board(#8).",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,2000,The error of  rotary switch setting is detected in ASF01.,Setting error,"(1)Select  the following menu.
- [File]-[Initialize],[Safety Board FLASH Reset]
(2)Turn the power OFF then back ON.",,,,HWC
,,,,,Setting error,Check the rotary switch of ASF01(#1-8) ,,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1864,M-SAF CPU BOARD COMM ERRO,The communication error occurred between the Machine-Safety and the ASF01 board.,1,There was no response from ASF01 board within the time limit.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD CARD that has been inserted into the ACP01 to be removed, insert it the new ACP01",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,2,Calculation results do not match the receive data.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD CARD that has been inserted into the ACP01 to be removed, insert it the new ACP01.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,Calculation results do not match the receive data on a logical circuit.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD CARD that has been inserted into the ACP01 to be removed, insert it the new ACP01.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,4,Here was no response from ACP01 board within the time limit.,Connection failure,"Check the connection and insertion of the following boards.
- ACP01 board
- AIF01 board
- ASF01 board",,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board.
After replacing the board, remove the SD CARD that has been inserted into the ACP01 to be removed, insert it the new ACP01.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1865,M-SAF CPU COMM ERROR,The communication error was detected at Machine Safety Software.,1,Incorrect data was detected on communication between ASF01s.,Connection failure,Check the connection between ASF01 boards.(CN201/CN202),,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,2,Communication error was detected (ASF01 - ASF01).,Connection failure,Check the connection between ASF01 boards.(CN201/CN202),,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,Communication error was detected (ASF01 - ASF01).,Connection failure,Check the connection between ASF01 boards.(CN201/CN202),,,,HWC
,,,,,ASF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,4,Communication error was detected (ASF01 - ASF01).,Connection failure,Check the connection between ASF01 boards.(CN201/CN202),,,,HWC
