DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,ê}ï\1,ê}ï\2,è⁄ç◊ê‡ñæ(ãZèpé“óp),Notes
1635,F-SAFE LOW VOLTAGE,The YSF25 board is configured by duplicated systems to check operations each other. Either of the duplicated systems has detected abnormal voltge of the other system,1,Low voltage error detected in the 1.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,Low voltage error detected in the 1.5V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,3,Low voltage error detected in the 1.8V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,4,Low voltage error detected in the 3.3V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,5,Low voltage error detected in the 5.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,6,Low voltage error detected in the 24.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1636,F-SAFE OVER VOLTAGE,The YSF25 board is configured by duplicated systems to check operations each other. Either of the duplicated systems has detected abnormal voltge of the other system,1,Over voltage error detected in the 1.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,Over voltage error detected in the 1.5V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,3,Over voltage error detected in the 1.8V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,4,Over voltage error detected in the 3.3V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,5,Over voltage error detected in the 5.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,6,Over voltage error detected in the 24.0V supply line.,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1637,F-SAFE RAM DIAGNOSIS ERROR,The YSF25 board has detected RAM diagnosis  error. ,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,8,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,30,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1638,F-SAFE ROM DIAGNOSIS ERROR,The YSF25 board has detected ROM diagnosis  error. ,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1639,F-SAFE RAM AREA CONVERSION ERR,The YSF25 board has detected processing error of mirror area used for RAM diagnosis.,,,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,10,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,11,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,12,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,20,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,21,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,22,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,40,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,41,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,42,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,50,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,51,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,52,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,60,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,61,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,62,RAM error detected,YSF25 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF25 board. Save the CMOS.BIN before replace the board to be safe.",,,,SAFETY
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
