YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),備考
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034803,"Failed in MultiMoveOn command. (Control group 4)
The system state is illegal.",Setting error,"(1) Reset the alarm
(2) Confirm the system state and execute again.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034804,"Failed in MultiMoveOn command. (Control group 4)
Multiple control group is not supported.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034805,"Failed in MultiMoveOn command. (Control group 4)
The VMAX is not supported for multi move motion.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034806,"Failed in MultiMoveOn command. (Control group 4)
The speed is out of range.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034807,"Failed in MultiMoveOn command. (Control group 4)
The acceleration is out of range.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034808,"Failed in MultiMoveOn command. (Control group 4)
The deceleration is out of range.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034900,Failed in MultiMoveOff command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034902,"Failed in MultiMoveOff command.  (Control group 4)
Specified control group is not supported.",Setting error,"Input correct data.
",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2034903,"Failed in MultiMoveOff command.  (Control group 4)
Failed to start motion.",Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2035000,Failed in SetMultiMoveMinimumBuffer command. (Control group 4),Setting error,Reset the alarm and execute again. ,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2035002,"Failed in SetMultiMoveMinimumBuffer command.  (Control group 4)
Specified control group is not supported.",Setting error,Input correct data.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2035003,"Failed in SetMultiMoveMinimumBuffer command.  (Control group 4)
The minimum buffer is out of range.",Setting error,Input correct data.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2035004,"Failed in SetMultiMoveMinimumBuffer command.  (Control group 4)
The robot is moving.",Setting error,"(1) Reset the alarm.
(2) Stop the robot and execute again.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
4847,MotoLogix (CONNECTION ERROR),Connection error of MotoLogix occurred.,1,Connection failed.,Connection retry timeout,"(1)Check connector of the cable is inserted correctly.
(2)Check the checksum value. If the checksum value is not correct, send data will be ignored.
(3)Change limit time parameter(S3C[1381]). The unit is [sec]. If set to 0, limit time will be infinite.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,2,Disconnected.,Communication timeout,"(1)Check connector of the cable is inserted correctly.
(2)Check the checksum value. If the checksum value is not correct, send data will be ignored
(3)Change watchdog timer parameter(S3C[1380]). The unit is [msec]. If set to 0, watchdog timer will be default time.",,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
,,,3,Checksum value is incorrect.,Communication failure,Check the checksum value in send data.,,,,MotoLogix
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MotoLogix
4848,OVERCURRENT(SERVO),"This alarm occurs if a current exceeding the allowable maximum current is applied for amplifier.
As a cause of the alarm, a ground fault in the U, V, or W wire, or a short circuit between these wires is suspected.",,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, check the connection and inserting state of the Motor power wires.
",,,,SERVO
,,,,,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the following cables.
- Manipulator cable
- Supply cable",,,,SERVO
,,,,,Module failure(amplifier),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(motor),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,ACP31 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,Check the parameter setting value.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4850,REGENERATIVE TROUBLE(SERVO2),Disconnection of the regenerative resistor cable and failure of the regenerative transistor are suspected.,,,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Overloading,Check that the load does not exceed the allowable limit.,,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4852,OVERVOLTAGE(SERVO2),The SERVOPACK main circuit DC voltage is incorrect.,,,Voltage failure,Check the SERVOPACK Primary supply voltage. ,,,,SERVO
,,,,,Setting error,"Check the settings for manipulator motion condition (influence by external  force, load condition).",,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4856,OVERLOAD(CONTINUE)(SERVO2),The motor torque continuously exceeded the rated torque for a certain period.,,,Setting error,"Check the settings for manipulator motion condition (influence by external  force, load condition).",,,,SERVO
,,,,,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, check the connection and inserting state of the following cables and connectors.
- The motor power line
- The encoder line",,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4866,OPEN PHASE(SERVO2),Either of voltage to the SERVOPACK of the three phase input power supply has decreased. ,,,Voltage failure,Modify the primary breaker voltage to the specified voltage 200V(+10% to 15%).,,,,SERVO
,,,,,PS01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(converter),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4878,SPEED CONTROL EXECUTE ERROR(SERVO),Speed control could not be executed in the specified axis.,,,Setting error,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4880,EXCESSIVE FORCE DETECTION,Force control system detected the excessive external force.,,,Setting error,"(1)Reset the alarm, and then check the direction of the external force looking at subcode(the direction is based on the sensor coordinate system),and operate robot to move in the direction releasing external force. 
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure)
",,,,(R技A2)
4881,EXCESSIVE VELOCITY CORRECTION,Force control system detected the excessive axis angular velocity correction.,,,Setting error,"(1)Reset the alarm, and then make the reference force smaller or operate robot to move in the direction releasing external force. 
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure)
",,,,(R技A2)
4882,SINGULAR POINT ERROR,Force control system detected the singular posture.,,,Setting error,"(1)Reset the alarm, and then modify the toughed robot posture avoiding singularity points. 
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure)
",,,,(R技A2)
