NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
4576,ERR IN MOTOR GUN CONT MODE,,,,"An error occurred when setting the motor gun control mode.
Though a motor gun control mode setting command was sent to the servo section, no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4577,ERR IN MOTOR GUN MODE RLSE,,,,"An error occurred when resetting the motor gun control mode.
Though a motor gun control mode resetting command was sent to the servo section, no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4578,SPOT WELD ERROR,,,,"An error occurred when executing spot welding.
An error occurred when executing welding using the specified system timer conductor.  (Subcode: Welder number)","Reset the timer conductor where the welding error occurred, and then try again.",,,,
4579,ANTICIPATION CONTROL ERROR,,,,An error occurred in the anticipation control processing.,,,,,
,,,1,,No availability in anticipation control,Register a move instruction between work instructions.,,,,
,,,2,,The anticipation data exceeded the maximum length.,,,,,
4580,ANTICIPATION DISTANCE SHORTAGE,,,,"Anticipation could not be executed at re-painting.
No return step in re-painting function after emergency stop","Reset the alarm, and then try again. Refer to Painting System Additional Function Manual for details.",,,,
4581,DEFECTIVE ANTICIPATION FILE,,,,An error occurred in the anticipation output file.,,,,,
,,,1,,Incorrect setting of OT output number for anticipation output file,"Reset the alarm, and then correct the set number.",,,,
,,,2,,Incorrect setting of OG output number for anticipation output file,,,,,
4583,CANNOT EXECUTE GUN TYPE,,,,"An invalid gun type is set.
The mode impossible to control is set for the gun.",Change the motion mode set to the gun.,,,,
4584,STRWAIT TIME OUT,,,,"An error occurred when executing a STRWAIT instruction.
No confirmation signal specified in the stroke change confirmation instruction was input within the set time.","Remove the cause such as defective limit switch, and then try again.
It the error occurs again, contact your Yaskawa representative.",,,,
4585,SERVO PART PG POWER ON ERROR,,,,"The PG power supply could not be turned ON.
The encoder power supply could not be turned ON when turning ON the control power supply.",Check the cable connection of motor gun encoder.,,,,
4587,MOTOR GUN CHANGE ERROR,,,,An error occurred when changing the gun.,,,,,
,,,1,,A GUNCHG instruction was executed in the system configuration that did not allow the gun change function.,Check the cable connection of motor gun encoder.,,,,
,,,2,,A GUNCHG/PICK instruction was executed while the motor gun motor was servo ON.,Execute GUNCHG/PICK instruction when the motor gun motor is servo OFF.,,,,
,,,3,,A GUNCHG/PICK instruction was executed while the ATC was in unchuck status.,Execute GUNCHG/PICK instruction when the ATC is in chuck status.,,,,
,,,4,,A GUNCHG/PLACE instruction was executed while the ATC was in unchuck status.,,,,,
,,,5,,The encoder power supply could not be turned ON when executing a GUNCHG/PICK instruction.,Check the cable connection of motor gun encoder.,,,,
,,,6,,The encoder power supply could not be turned OFF when executing a GUNCHG/PLACE instruction.,,,,,
,,,7,,The gun number specified by the GUNCHG instruction did not agree with the gun identification signal.,"Check the gun characteristic file number specified by GUNCHG instruction.
Check the status of gun identification signal.",,,,
,,,8,,The 1st gun axis selection signal is not set when executing the twin- wrist gun change.,Check the 1st gun axis selection signal setting.,,,,
4587,MOTOR GUN CHANGE ERROR,,,,An error occurred when changing the gun.,,,,,
,,,9,,The right and left gun axis selection signals were duplicated when executing the twin-wrist gun change.,Check the setting for the gun axis selection signal.,,,,
4591,SERVO PART SPEED CONTROL MODE SETTING ERROR,,,,"An error occurred at speed control mode setting.
Though a speed control mode setting command was sent to the servo section, but no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4592,SERVO PART SPEED CONTROL MODE RELEASE ERROR,,,,"An error occurred at speed control mode release.
Though a speed control mode release command was sent to the servo section, but no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4593,SERVO HAND CONTROL MODE SETTING ERROR,,,,"An error occurred at servo hand control mode setting.
Though a servo hand control mode setting command was sent to the servo section, but no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4594,SERVO HAND CONTROL MODE RELEASE ERROR,,,,"An error occurred at servo hand control mode setting.
Though a servo hand control mode release command was sent to the servo section, but no response was received.","Check the ROM version of servo board. Reset the alarm, and then try again.
If the error occurs again, contact your Yaskawa representative.",,,,
4595,FORM CUTTING MOTION IMPOSSIBILITY,,,,An internal control error occurred in the Form Cutting motion.,,,,,
,,,1,,"The setting for radius is incorrect. For a circle, it is incorrectly set as: radius ? 0, radius ? minimum radius value, or radius ? maximum radius value.
For an ellipse, it is incorrectly set as: radius ? 0, radius ? minimum radius value/2, or radius ? (maximum radius/2 ? width/2).",Correct the radius data.,,,,
,,,2,,"The setting for width is incorrect. For a rectangle, it is incorrectly set as: width ? 1.0, width ? sqrt (maximum diameter2 ? height2), or width ? maximum diameter.
It is incorrectly set as: width ? 0, width ? maximum diameter ?2 ? radius.",Correct the width data.,,,,
,,,3,,"The setting for height is incorrect. For a rectangle, it is incorrectly set as: height ? maximum diameter, height ? minimum diameter/2, or height ? sqrt (maximum diameter2
? width2).",Correct the height data.,,,,
,,,4,,"The setting for the corner radius is incorrect.
For a rectangle, it is incorrectly set as: corner radius ? width/2 or corner radius ? height/2.",Correct the corner radius data.,,,,
4595,FORM CUTTING MOTION,,,,An internal control error occurred in the Form Cutting motion.,,,,,
,,,5,,"The setting for overlap is incorrect. For a rectangle, it is incorrectly set as overlap ? width/2.
For a circle, it is incorrectly set as overlap ? ABS (2? ? radius).
For an ellipse, it is incorrectly set as overlap ? ? ? radius +ABS (width/2).",Correct the overlap data.,,,,
,,,,,,,,,,
,,,6,,The setting for the cutting speed is incorrect.  It is set as the cutting speed ? maximum linear speed.,Correct the cutting speed data.,,,,
,,,7,,Coordinated motion cannot be used with the Form Cutting motion.,Do not use the coordinated motion.,,,,
,,,8,,Zero or a negative value is set in the minimum diameter parameter (S1CxG063) for the Form Cutting motion.,Correct the setting of the minimum diameter parameter (S1CxG063) for the Form Cutting motion.,,,,
,,,9,,Zero or a negative value is set in the maximum diameter parameter (S1CxG064) for the Form Cutting motion.,Correct the setting of the maximum diameter parameter (S1CxG064) for the Form Cutting motion.,,,,
,,,10,,"Although ""PLACEMENT"" or ""AUTO"" is set for the start point designation on the FORM CUT SETTING window, the FORMAPR instruction was not executed.",Execute the FORMAPR instruction.,,,,
,,,11,,"The Cut file setting of the ""FORMAPR instruction is different from that of the FORMCUT"" instruction.","The Cut file settings of FORMAPR and
FORMCUT instructions must be same.",,,,
,,,12,,A FORMAPR instruction was used for the conventional FORMCUT instruction.,"The FORMAPR instruction cannot be used ""for the conventional FORMCUT instruction. Change the instruction. Needs to validate the new FORMCUT instruction.  Contact your Yaskawa""",,,,
,,,13,,"A form other than a circle, rectangle, and ellipse was designated for the conventional FORMCUT instruction.","A form other than a circle, rectangle, and ""ellipse cannot be designated for the conventional FORMCUT instruction. Designate a circle, rectangle, or ellipse. Needs to validate the new FORMCUT instruction.  Contact your Yaskawa"" representative.",,,,
,,,90,,The radius data setting for special circular interpolation is incorrect. It is incorrectly set as the radius ? 0.,Correct the radius data.,,,,
,,,91,,"The arc center coordinates could ""not be calculated at special circular interpolation. Incorrect"" teaching may be the cause.",Perform the teaching again.,,,,
,,,92,,"The arc center coordinates could ""not be calculated at special circular interpolation. Incorrect"" teaching may be the cause.",,,,,
4595,FORM CUTTING MOTION IMPOSSIBILITY,,,,An internal control error occurred in the Form Cutting motion.,,,,,
,,,93,,The averaging time at special circular interpolation motion is too short.,"Perform the teaching again so that the moving distance becomes longer.
Reduce the motion speed.",,,,
